item_id,model,temperature,predicted_risk,intervened,baseline_halluc_rate,intervened_halluc_rate,baseline_any_halluc,intervened_any_halluc
bio_1,small-model-B,0.7,0.5430342945455553,True,0.1,0.1,1,1
bio_1,small-model-B,0.7,0.42022375953941826,False,0.15,0.15,1,1
bio_1,small-model-B,0.7,0.42022375953941826,False,0.05,0.05,1,1
bio_1,small-model-B,1.0,0.5400558472993009,True,0.1,0.1,1,1
bio_1,small-model-B,1.0,0.42022375953941826,False,0.25,0.25,1,1
bio_1,small-model-B,1.0,0.5895428590650763,True,0.1,0.1,1,1
bio_1,small-model-B,1.0,0.5649851727800459,True,0.25,0.0,1,0
bio_1,small-model-B,1.0,0.6624991793743819,True,0.2,0.05,1,1
bio_1,small-model-B,1.0,0.42022375953941826,False,0.0,0.0,0,0
bio_1,small-model-B,1.0,0.42022375953941826,False,0.5,0.5,1,1
bio_1,small-model-B,1.0,0.42022375953941826,False,0.2,0.2,1,1
bio_1,small-model-B,1.0,0.42022375953941826,False,0.15,0.15,1,1
bio_1,small-model-B,1.0,0.42022375953941826,False,0.1,0.1,1,1
bio_1,large-model-C,0.2,0.42022375953941826,False,0.05,0.05,1,1
bio_1,large-model-C,0.2,0.42022375953941826,False,0.05,0.05,1,1
bio_1,large-model-C,0.2,0.42022375953941826,False,0.0,0.0,0,0
bio_1,large-model-C,0.2,0.42022375953941826,False,0.0,0.0,0,0
bio_1,large-model-C,0.2,0.42022375953941826,False,0.05,0.05,1,1
bio_1,large-model-C,0.2,0.5678834016081457,True,0.05,0.1,1,1
bio_1,large-model-C,0.2,0.42022375953941826,False,0.0,0.0,0,0
bio_1,large-model-C,0.2,0.42022375953941826,False,0.05,0.05,1,1
bio_1,large-model-C,0.2,0.42022375953941826,False,0.1,0.1,1,1
bio_1,large-model-C,0.2,0.42022375953941826,False,0.05,0.05,1,1
bio_1,large-model-C,0.7,0.562534860552346,True,0.05,0.15,1,1
bio_1,large-model-C,0.7,0.42022375953941826,False,0.0,0.0,0,0
bio_1,large-model-C,0.7,0.42022375953941826,False,0.0,0.0,0,0
bio_1,large-model-C,0.7,0.42022375953941826,False,0.1,0.1,1,1
bio_1,large-model-C,0.7,0.6820712056806465,True,0.2,0.0,1,0
bio_1,large-model-C,0.7,0.42022375953941826,False,0.15,0.15,1,1
bio_1,large-model-C,0.7,0.42022375953941826,False,0.0,0.0,0,0
bio_1,large-model-C,0.7,0.42022375953941826,False,0.0,0.0,0,0
bio_1,large-model-C,0.7,0.42022375953941826,False,0.1,0.1,1,1
bio_1,large-model-C,0.7,0.42022375953941826,False,0.05,0.05,1,1
bio_1,large-model-C,1.0,0.386963293352183,False,0.1,0.1,1,1
bio_1,large-model-C,1.0,0.42022375953941826,False,0.0,0.0,0,0
bio_1,large-model-C,1.0,0.5662091470098147,True,0.15,0.2,1,1
bio_1,large-model-C,1.0,0.42022375953941826,False,0.25,0.25,1,1
bio_1,large-model-C,1.0,0.42022375953941826,False,0.05,0.05,1,1
bio_1,large-model-C,1.0,0.42022375953941826,False,0.05,0.05,1,1
bio_1,large-model-C,1.0,0.42022375953941826,False,0.1,0.1,1,1
bio_1,large-model-C,1.0,0.42022375953941826,False,0.35,0.35,1,1
bio_1,large-model-C,1.0,0.42022375953941826,False,0.0,0.0,0,0
bio_1,large-model-C,1.0,0.42022375953941826,False,0.1,0.1,1,1
bio_2,small-model-A,0.2,0.5202979297914373,True,0.05,0.3,1,1
bio_2,small-model-A,0.2,0.5202979297914373,True,0.05,0.0,1,0
bio_2,small-model-A,0.2,0.5202979297914373,True,0.15,0.05,1,1
bio_2,small-model-A,0.2,0.5202979297914373,True,0.3,0.15,1,1
bio_2,small-model-A,0.2,0.5202979297914373,True,0.15,0.1,1,1
bio_2,small-model-A,0.2,0.5202979297914373,True,0.3,0.1,1,1
bio_2,small-model-A,0.2,0.5202979297914373,True,0.0,0.1,0,1
bio_2,small-model-A,0.2,0.7042363392265528,True,0.15,0.2,1,1
bio_2,small-model-A,0.2,0.5202979297914373,True,0.05,0.25,1,1
bio_2,small-model-A,0.2,0.5202979297914373,True,0.0,0.05,0,1
bio_2,small-model-A,0.7,0.5202979297914373,True,0.4,0.35,1,1
bio_2,small-model-A,0.7,0.6136235886879701,True,0.4,0.45,1,1
bio_2,small-model-A,0.7,0.386963293352183,False,0.15,0.15,1,1
bio_2,small-model-A,0.7,0.5202979297914373,True,0.05,0.25,1,1
bio_2,small-model-A,0.7,0.5202979297914373,True,0.0,0.15,0,1
bio_2,small-model-A,0.7,0.5202979297914373,True,0.4,0.05,1,1
bio_2,small-model-A,0.7,0.5202979297914373,True,0.4,0.1,1,1
bio_2,small-model-A,0.7,0.5202979297914373,True,0.2,0.1,1,1
bio_2,small-model-A,0.7,0.5202979297914373,True,0.05,0.05,1,1
bio_2,small-model-A,0.7,0.5202979297914373,True,0.2,0.25,1,1
bio_2,small-model-A,1.0,0.5202979297914373,True,0.25,0.35,1,1
bio_2,small-model-A,1.0,0.626064746937715,True,0.6,0.05,1,1
bio_2,small-model-A,1.0,0.5202979297914373,True,0.25,0.15,1,1
bio_2,small-model-A,1.0,0.5884078261206946,True,0.25,0.6,1,1
bio_2,small-model-A,1.0,0.5202979297914373,True,0.3,0.05,1,1
bio_2,small-model-A,1.0,0.5202979297914373,True,0.4,0.25,1,1
bio_2,small-model-A,1.0,0.48226289999900823,False,0.5,0.5,1,1
bio_2,small-model-A,1.0,0.5202979297914373,True,0.15,0.0,1,0
bio_2,small-model-A,1.0,0.6361589163646022,True,0.45,0.2,1,1
bio_2,small-model-A,1.0,0.5202979297914373,True,0.25,0.05,1,1
bio_2,small-model-B,0.2,0.5202979297914373,True,0.2,0.25,1,1
bio_2,small-model-B,0.2,0.5202979297914373,True,0.1,0.05,1,1
bio_2,small-model-B,0.2,0.5202979297914373,True,0.15,0.15,1,1
bio_2,small-model-B,0.2,0.6125731985920279,True,0.25,0.0,1,0
bio_2,small-model-B,0.2,0.5202979297914373,True,0.0,0.3,0,1
bio_2,small-model-B,0.2,0.5884078261206946,True,0.1,0.1,1,1
bio_2,small-model-B,0.2,0.5202979297914373,True,0.0,0.1,0,1
bio_2,small-model-B,0.2,0.5202979297914373,True,0.15,0.25,1,1
bio_2,small-model-B,0.2,0.5202979297914373,True,0.05,0.05,1,1
bio_2,small-model-B,0.2,0.5202979297914373,True,0.05,0.05,1,1
bio_2,small-model-B,0.7,0.5912865048835161,True,0.3,0.1,1,1
bio_2,small-model-B,0.7,0.5912865048835161,True,0.25,0.2,1,1
bio_2,small-model-B,0.7,0.5202979297914373,True,0.25,0.1,1,1
bio_2,small-model-B,0.7,0.5202979297914373,True,0.0,0.1,0,1
bio_2,small-model-B,0.7,0.5202979297914373,True,0.05,0.1,1,1
bio_2,small-model-B,0.7,0.5202979297914373,True,0.15,0.0,1,0
bio_2,small-model-B,0.7,0.5884078261206946,True,0.2,0.1,1,1
bio_2,small-model-B,0.7,0.5202979297914373,True,0.35,0.1,1,1
bio_2,small-model-B,0.7,0.5202979297914373,True,0.15,0.15,1,1
bio_2,small-model-B,0.7,0.5202979297914373,True,0.1,0.05,1,1
bio_2,small-model-B,1.0,0.5202979297914373,True,0.1,0.05,1,1
bio_2,small-model-B,1.0,0.5202979297914373,True,0.15,0.1,1,1
bio_2,small-model-B,1.0,0.5202979297914373,True,0.05,0.1,1,1
bio_2,small-model-B,1.0,0.5202979297914373,True,0.55,0.25,1,1
bio_2,small-model-B,1.0,0.5202979297914373,True,0.3,0.15,1,1
bio_2,small-model-B,1.0,0.5202979297914373,True,0.05,0.0,1,0
bio_2,small-model-B,1.0,0.5202979297914373,True,0.3,0.25,1,1
bio_2,small-model-B,1.0,0.5202979297914373,True,0.0,0.0,0,0
bio_2,small-model-B,1.0,0.5202979297914373,True,0.25,0.05,1,1
bio_2,small-model-B,1.0,0.5202979297914373,True,0.15,0.05,1,1
bio_2,large-model-C,0.2,0.5202979297914373,True,0.0,0.0,0,0
bio_2,large-model-C,0.2,0.5202979297914373,True,0.0,0.15,0,1
bio_2,large-model-C,0.2,0.7224021628206759,True,0.05,0.05,1,1
bio_2,large-model-C,0.2,0.5202979297914373,True,0.05,0.05,1,1
bio_2,large-model-C,0.2,0.615354399744784,True,0.1,0.2,1,1
bio_2,large-model-C,0.2,0.5202979297914373,True,0.05,0.0,1,0
bio_2,large-model-C,0.2,0.5202979297914373,True,0.1,0.0,1,0
bio_2,large-model-C,0.2,0.5202979297914373,True,0.1,0.05,1,1
bio_2,large-model-C,0.2,0.5202979297914373,True,0.0,0.0,0,0
bio_2,large-model-C,0.2,0.5202979297914373,True,0.15,0.0,1,0
bio_2,large-model-C,0.7,0.5202979297914373,True,0.05,0.1,1,1
bio_2,large-model-C,0.7,0.5202979297914373,True,0.05,0.05,1,1
bio_2,large-model-C,0.7,0.5202979297914373,True,0.2,0.0,1,0
bio_2,large-model-C,0.7,0.5202979297914373,True,0.0,0.1,0,1
bio_2,large-model-C,0.7,0.5202979297914373,True,0.05,0.05,1,1
bio_2,large-model-C,0.7,0.5202979297914373,True,0.0,0.05,0,1
bio_2,large-model-C,0.7,0.5202979297914373,True,0.0,0.1,0,1
bio_2,large-model-C,0.7,0.5202979297914373,True,0.05,0.0,1,0
bio_2,large-model-C,0.7,0.5202979297914373,True,0.0,0.05,0,1
bio_2,large-model-C,0.7,0.5202979297914373,True,0.1,0.15,1,1
bio_2,large-model-C,1.0,0.5202979297914373,True,0.0,0.1,0,1
bio_2,large-model-C,1.0,0.6125731985920279,True,0.15,0.05,1,1
bio_2,large-model-C,1.0,0.5202979297914373,True,0.3,0.0,1,0
bio_2,large-model-C,1.0,0.5202979297914373,True,0.0,0.1,0,1
bio_2,large-model-C,1.0,0.5202979297914373,True,0.2,0.0,1,0
bio_2,large-model-C,1.0,0.5202979297914373,True,0.05,0.2,1,1
bio_2,large-model-C,1.0,0.5202979297914373,True,0.0,0.15,0,1
bio_2,large-model-C,1.0,0.5202979297914373,True,0.1,0.05,1,1
bio_2,large-model-C,1.0,0.5202979297914373,True,0.25,0.1,1,1
bio_2,large-model-C,1.0,0.5202979297914373,True,0.0,0.05,0,1
sci_1,small-model-A,0.2,0.44897213967271016,False,0.25,0.25,1,1
sci_1,small-model-A,0.2,0.5191302290060835,True,0.25,0.0,1,0
sci_1,small-model-A,0.2,0.5191302290060835,True,0.15,0.35,1,1
sci_1,small-model-A,0.2,0.44897213967271016,False,0.65,0.65,1,1
sci_1,small-model-A,0.2,0.44897213967271016,False,0.05,0.05,1,1
sci_1,small-model-A,0.2,0.44897213967271016,False,0.1,0.1,1,1
sci_1,small-model-A,0.2,0.44897213967271016,False,0.1,0.1,1,1
sci_1,small-model-A,0.2,0.44897213967271016,False,0.15,0.15,1,1
sci_1,small-model-A,0.2,0.44897213967271016,False,0.25,0.25,1,1
sci_1,small-model-A,0.2,0.44897213967271016,False,0.3,0.3,1,1
sci_1,small-model-A,0.7,0.43537820280174283,False,0.6,0.6,1,1
sci_1,small-model-A,0.7,0.44897213967271016,False,0.4,0.4,1,1
sci_1,small-model-A,0.7,0.44897213967271016,False,0.15,0.15,1,1
sci_1,small-model-A,0.7,0.4983490941447162,False,0.25,0.25,1,1
sci_1,small-model-A,0.7,0.44897213967271016,False,0.2,0.2,1,1
sci_1,small-model-A,0.7,0.5205513135151054,True,0.45,0.15,1,1
sci_1,small-model-A,0.7,0.44897213967271016,False,0.0,0.0,0,0
sci_1,small-model-A,0.7,0.44897213967271016,False,0.15,0.15,1,1
sci_1,small-model-A,0.7,0.4941230332513603,False,0.35,0.35,1,1
sci_1,small-model-A,0.7,0.44897213967271016,False,0.4,0.4,1,1
sci_1,small-model-A,1.0,0.44897213967271016,False,0.2,0.2,1,1
sci_1,small-model-A,1.0,0.44897213967271016,False,0.1,0.1,1,1
sci_1,small-model-A,1.0,0.5191302290060835,True,0.2,0.3,1,1
sci_1,small-model-A,1.0,0.38801427005320677,False,0.4,0.4,1,1
sci_1,small-model-A,1.0,0.44897213967271016,False,0.25,0.25,1,1
sci_1,small-model-A,1.0,0.49692580020528526,False,0.1,0.1,1,1
sci_1,small-model-A,1.0,0.44897213967271016,False,0.2,0.2,1,1
sci_1,small-model-A,1.0,0.44897213967271016,False,0.3,0.3,1,1
sci_1,small-model-A,1.0,0.44897213967271016,False,0.15,0.15,1,1
sci_1,small-model-A,1.0,0.5205513135151054,True,0.3,0.15,1,1
sci_1,small-model-B,0.2,0.44897213967271016,False,0.2,0.2,1,1
sci_1,small-model-B,0.2,0.6617577102648716,True,0.1,0.15,1,1
sci_1,small-model-B,0.2,0.44897213967271016,False,0.1,0.1,1,1
sci_1,small-model-B,0.2,0.44897213967271016,False,0.05,0.05,1,1
sci_1,small-model-B,0.2,0.44897213967271016,False,0.1,0.1,1,1
sci_1,small-model-B,0.2,0.44897213967271016,False,0.0,0.0,0,0
sci_1,small-model-B,0.2,0.6390668757627511,True,0.15,0.2,1,1
sci_1,small-model-B,0.2,0.44897213967271016,False,0.05,0.05,1,1
sci_1,small-model-B,0.2,0.44897213967271016,False,0.3,0.3,1,1
sci_1,small-model-B,0.2,0.5218993548121452,True,0.05,0.25,1,1
sci_1,small-model-B,0.7,0.44897213967271016,False,0.05,0.05,1,1
sci_1,small-model-B,0.7,0.44897213967271016,False,0.15,0.15,1,1
sci_1,small-model-B,0.7,0.44897213967271016,False,0.3,0.3,1,1
sci_1,small-model-B,0.7,0.44897213967271016,False,0.1,0.1,1,1
sci_1,small-model-B,0.7,0.44897213967271016,False,0.4,0.4,1,1
sci_1,small-model-B,0.7,0.44897213967271016,False,0.1,0.1,1,1
sci_1,small-model-B,0.7,0.5191302290060835,True,0.1,0.15,1,1
sci_1,small-model-B,0.7,0.44897213967271016,False,0.2,0.2,1,1
sci_1,small-model-B,0.7,0.44897213967271016,False,0.25,0.25,1,1
sci_1,small-model-B,0.7,0.44897213967271016,False,0.05,0.05,1,1
sci_1,small-model-B,1.0,0.44897213967271016,False,0.25,0.25,1,1
sci_1,small-model-B,1.0,0.44897213967271016,False,0.0,0.0,0,0
sci_1,small-model-B,1.0,0.44897213967271016,False,0.0,0.0,0,0
sci_1,small-model-B,1.0,0.44897213967271016,False,0.4,0.4,1,1
sci_1,small-model-B,1.0,0.5290257152770346,True,0.3,0.2,1,1
sci_1,small-model-B,1.0,0.44897213967271016,False,0.3,0.3,1,1
sci_1,small-model-B,1.0,0.44897213967271016,False,0.3,0.3,1,1
sci_1,small-model-B,1.0,0.44897213967271016,False,0.35,0.35,1,1
sci_1,small-model-B,1.0,0.44897213967271016,False,0.0,0.0,0,0
sci_1,small-model-B,1.0,0.44897213967271016,False,0.3,0.3,1,1
sci_1,large-model-C,0.2,0.5218993548121452,True,0.05,0.05,1,1
sci_1,large-model-C,0.2,0.44897213967271016,False,0.1,0.1,1,1
sci_1,large-model-C,0.2,0.44897213967271016,False,0.1,0.1,1,1
sci_1,large-model-C,0.2,0.44897213967271016,False,0.1,0.1,1,1
sci_1,large-model-C,0.2,0.44897213967271016,False,0.05,0.05,1,1
sci_1,large-model-C,0.2,0.44897213967271016,False,0.0,0.0,0,0
sci_1,large-model-C,0.2,0.44897213967271016,False,0.15,0.15,1,1
sci_1,large-model-C,0.2,0.44897213967271016,False,0.05,0.05,1,1
sci_1,large-model-C,0.2,0.44897213967271016,False,0.0,0.0,0,0
sci_1,large-model-C,0.2,0.44897213967271016,False,0.3,0.3,1,1
sci_1,large-model-C,0.7,0.44897213967271016,False,0.0,0.0,0,0
sci_1,large-model-C,0.7,0.44897213967271016,False,0.1,0.1,1,1
sci_1,large-model-C,0.7,0.44897213967271016,False,0.15,0.15,1,1
sci_1,large-model-C,0.7,0.44897213967271016,False,0.25,0.25,1,1
sci_1,large-model-C,0.7,0.44897213967271016,False,0.15,0.15,1,1
sci_1,large-model-C,0.7,0.44897213967271016,False,0.15,0.15,1,1
sci_1,large-model-C,0.7,0.44897213967271016,False,0.2,0.2,1,1
sci_1,large-model-C,0.7,0.44897213967271016,False,0.1,0.1,1,1
sci_1,large-model-C,0.7,0.44897213967271016,False,0.3,0.3,1,1
sci_1,large-model-C,0.7,0.44897213967271016,False,0.15,0.15,1,1
sci_1,large-model-C,1.0,0.44897213967271016,False,0.15,0.15,1,1
sci_1,large-model-C,1.0,0.44897213967271016,False,0.1,0.1,1,1
sci_1,large-model-C,1.0,0.32069406283646373,False,0.3,0.3,1,1
sci_1,large-model-C,1.0,0.5218993548121452,True,0.15,0.05,1,1
sci_1,large-model-C,1.0,0.44897213967271016,False,0.25,0.25,1,1
sci_1,large-model-C,1.0,0.44897213967271016,False,0.0,0.0,0,0
sci_1,large-model-C,1.0,0.44897213967271016,False,0.05,0.05,1,1
sci_1,large-model-C,1.0,0.44897213967271016,False,0.05,0.05,1,1
sci_1,large-model-C,1.0,0.44897213967271016,False,0.0,0.0,0,0
sci_1,large-model-C,1.0,0.5205513135151054,True,0.2,0.15,1,1
mh_1,small-model-A,0.2,0.5169814619545228,True,0.25,0.15,1,1
mh_1,small-model-A,0.2,0.5169814619545228,True,0.1,0.3,1,1
mh_1,small-model-A,0.2,0.5169814619545228,True,0.15,0.15,1,1
mh_1,small-model-A,0.2,0.6608650853140228,True,0.45,0.15,1,1
mh_1,small-model-A,0.2,0.36130479524696885,False,0.45,0.45,1,1
mh_1,small-model-A,0.2,0.5169814619545228,True,0.05,0.15,1,1
mh_1,small-model-A,0.2,0.5169814619545228,True,0.15,0.05,1,1
mh_1,small-model-A,0.2,0.5169814619545228,True,0.15,0.25,1,1
mh_1,small-model-A,0.2,0.5169814619545228,True,0.4,0.15,1,1
mh_1,small-model-A,0.2,0.5169814619545228,True,0.1,0.1,1,1
mh_1,small-model-A,0.7,0.5169814619545228,True,0.05,0.3,1,1
mh_1,small-model-A,0.7,0.5169814619545228,True,0.15,0.05,1,1
mh_1,small-model-A,0.7,0.5169814619545228,True,0.35,0.25,1,1
mh_1,small-model-A,0.7,0.6380986762355524,True,0.05,0.4,1,1
mh_1,small-model-A,0.7,0.5169814619545228,True,0.05,0.1,1,1
mh_1,small-model-A,0.7,0.4099513584575103,False,0.3,0.3,1,1
mh_1,small-model-A,0.7,0.5169814619545228,True,0.25,0.3,1,1
mh_1,small-model-A,0.7,0.6173383575059094,True,0.1,0.25,1,1
mh_1,small-model-A,0.7,0.5169814619545228,True,0.1,0.05,1,1
mh_1,small-model-A,0.7,0.5169814619545228,True,0.1,0.05,1,1
mh_1,small-model-A,1.0,0.5169814619545228,True,0.25,0.1,1,1
mh_1,small-model-A,1.0,0.5169814619545228,True,0.15,0.05,1,1
mh_1,small-model-A,1.0,0.6608650853140228,True,0.4,0.1,1,1
mh_1,small-model-A,1.0,0.5169814619545228,True,0.2,0.2,1,1
mh_1,small-model-A,1.0,0.5169814619545228,True,0.35,0.15,1,1
mh_1,small-model-A,1.0,0.5169814619545228,True,0.2,0.1,1,1
mh_1,small-model-A,1.0,0.7420423074719947,True,0.2,0.15,1,1
mh_1,small-model-A,1.0,0.5169814619545228,True,0.1,0.15,1,1
mh_1,small-model-A,1.0,0.5169814619545228,True,0.55,0.15,1,1
mh_1,small-model-A,1.0,0.5169814619545228,True,0.35,0.2,1,1
mh_1,small-model-B,0.2,0.5169814619545228,True,0.15,0.15,1,1
mh_1,small-model-B,0.2,0.5169814619545228,True,0.3,0.0,1,0
mh_1,small-model-B,0.2,0.5169814619545228,True,0.2,0.05,1,1
mh_1,small-model-B,0.2,0.5169814619545228,True,0.05,0.05,1,1
mh_1,small-model-B,0.2,0.6173383575059094,True,0.1,0.05,1,1
mh_1,small-model-B,0.2,0.5169814619545228,True,0.0,0.2,0,1
mh_1,small-model-B,0.2,0.5169814619545228,True,0.05,0.15,1,1
mh_1,small-model-B,0.2,0.5169814619545228,True,0.05,0.15,1,1
mh_1,small-model-B,0.2,0.5169814619545228,True,0.0,0.1,0,1
mh_1,small-model-B,0.2,0.5169814619545228,True,0.2,0.15,1,1
mh_1,small-model-B,0.7,0.5169814619545228,True,0.05,0.2,1,1
mh_1,small-model-B,0.7,0.6173383575059094,True,0.2,0.15,1,1
mh_1,small-model-B,0.7,0.5169814619545228,True,0.2,0.1,1,1
mh_1,small-model-B,0.7,0.5169814619545228,True,0.0,0.0,0,0
mh_1,small-model-B,0.7,0.5169814619545228,True,0.35,0.05,1,1
mh_1,small-model-B,0.7,0.5169814619545228,True,0.1,0.05,1,1
mh_1,small-model-B,0.7,0.5169814619545228,True,0.2,0.15,1,1
mh_1,small-model-B,0.7,0.5169814619545228,True,0.15,0.1,1,1
mh_1,small-model-B,0.7,0.5169814619545228,True,0.1,0.2,1,1
mh_1,small-model-B,0.7,0.5169814619545228,True,0.15,0.3,1,1
mh_1,small-model-B,1.0,0.5169814619545228,True,0.15,0.0,1,0
mh_1,small-model-B,1.0,0.5169814619545228,True,0.15,0.0,1,0
mh_1,small-model-B,1.0,0.5169814619545228,True,0.2,0.1,1,1
mh_1,small-model-B,1.0,0.5169814619545228,True,0.05,0.1,1,1
mh_1,small-model-B,1.0,0.6380986762355524,True,0.25,0.1,1,1
mh_1,small-model-B,1.0,0.3417039391978708,False,0.1,0.1,1,1
mh_1,small-model-B,1.0,0.5169814619545228,True,0.05,0.15,1,1
mh_1,small-model-B,1.0,0.34282540384033705,False,0.6,0.6,1,1
mh_1,small-model-B,1.0,0.5169814619545228,True,0.2,0.1,1,1
mh_1,small-model-B,1.0,0.5169814619545228,True,0.05,0.15,1,1
mh_1,large-model-C,0.2,0.5169814619545228,True,0.15,0.1,1,1
mh_1,large-model-C,0.2,0.5169814619545228,True,0.05,0.0,1,0
mh_1,large-model-C,0.2,0.5169814619545228,True,0.05,0.05,1,1
mh_1,large-model-C,0.2,0.5169814619545228,True,0.15,0.05,1,1
mh_1,large-model-C,0.2,0.5169814619545228,True,0.1,0.1,1,1
mh_1,large-model-C,0.2,0.6380986762355524,True,0.15,0.05,1,1
mh_1,large-model-C,0.2,0.5169814619545228,True,0.0,0.0,0,0
mh_1,large-model-C,0.2,0.36455696519858016,False,0.2,0.2,1,1
mh_1,large-model-C,0.2,0.5169814619545228,True,0.0,0.05,0,1
mh_1,large-model-C,0.2,0.5169814619545228,True,0.15,0.1,1,1
mh_1,large-model-C,0.7,0.5169814619545228,True,0.05,0.0,1,0
mh_1,large-model-C,0.7,0.5169814619545228,True,0.1,0.0,1,0
mh_1,large-model-C,0.7,0.5169814619545228,True,0.1,0.05,1,1
mh_1,large-model-C,0.7,0.5169814619545228,True,0.0,0.05,0,1
mh_1,large-model-C,0.7,0.5169814619545228,True,0.15,0.25,1,1
mh_1,large-model-C,0.7,0.5169814619545228,True,0.05,0.0,1,0
mh_1,large-model-C,0.7,0.5169814619545228,True,0.05,0.0,1,0
mh_1,large-model-C,0.7,0.5169814619545228,True,0.05,0.25,1,1
mh_1,large-model-C,0.7,0.5169814619545228,True,0.0,0.0,0,0
mh_1,large-model-C,0.7,0.5169814619545228,True,0.05,0.05,1,1
mh_1,large-model-C,1.0,0.36238745698401653,False,0.1,0.1,1,1
mh_1,large-model-C,1.0,0.5169814619545228,True,0.1,0.0,1,0
mh_1,large-model-C,1.0,0.5169814619545228,True,0.1,0.05,1,1
mh_1,large-model-C,1.0,0.5169814619545228,True,0.1,0.0,1,0
mh_1,large-model-C,1.0,0.6599713151103481,True,0.2,0.05,1,1
mh_1,large-model-C,1.0,0.5169814619545228,True,0.1,0.1,1,1
mh_1,large-model-C,1.0,0.5169814619545228,True,0.05,0.1,1,1
mh_1,large-model-C,1.0,0.5169814619545228,True,0.15,0.05,1,1
mh_1,large-model-C,1.0,0.6371293542391608,True,0.1,0.05,1,1
mh_1,large-model-C,1.0,0.5169814619545228,True,0.05,0.0,1,0
lf_1,small-model-A,0.2,0.567062750783753,True,0.15,0.05,1,1
lf_1,small-model-A,0.2,0.567062750783753,True,0.3,0.2,1,1
lf_1,small-model-A,0.2,0.5934250245548516,True,0.35,0.05,1,1
lf_1,small-model-A,0.2,0.567062750783753,True,0.05,0.05,1,1
lf_1,small-model-A,0.2,0.567062750783753,True,0.2,0.2,1,1
