item_id,model,temperature,task_type,length,mean_label,durbin_watson,ljung_box_stat,ljung_box_pvalue,acf_values,mean_burst_length,n_bursts,mean_inter_burst_interval
bio_1,small-model-A,1.0,biographical_qa,20,0.1,0.5555555555555555,5.671740838418974,0.1287199324207946,"[0.4944444444444445, -0.011111111111111105, -0.01666666666666666]",2.0,1,18.0
bio_1,small-model-A,1.0,biographical_qa,20,0.15,2.3529411764705883,2.2537821247603027,0.5214327979898528,"[-0.18529411764705883, -0.19411764705882353, -0.14411764705882352]",1.0,3,4.25
bio_1,small-model-A,1.0,biographical_qa,20,0.15,0.7843137254901962,10.334287267724152,0.015928205245297956,"[0.5990196078431371, 0.19803921568627447, -0.20294117647058824]",3.0,1,8.5
bio_1,small-model-A,1.0,biographical_qa,20,0.25,1.3333333333333333,9.476489699193516,0.02358279034575583,"[0.25, 0.5666666666666667, 0.08333333333333333]",1.6666666666666667,3,5.0
bio_1,small-model-A,1.0,biographical_qa,20,0.2,0.31249999999999994,19.279751461988305,0.0002392955553457202,"[0.7375, 0.475, 0.21249999999999997]",4.0,1,16.0
bio_1,small-model-A,1.0,biographical_qa,20,0.0,,,,[],0.0,0,20.0
bio_1,small-model-A,1.0,biographical_qa,20,0.55,1.6161616161616164,6.622604827466656,0.08495067368606579,"[0.13080808080808082, -0.42525252525252527, -0.2641414141414142]",2.75,4,1.8
bio_1,small-model-A,1.0,biographical_qa,20,0.35,0.6593406593406592,18.308830427219153,0.00037982596645618817,"[0.6104395604395604, 0.5175824175824175, 0.34780219780219773]",3.5,2,6.5
bio_1,small-model-A,1.0,biographical_qa,20,0.05,2.1052631578947376,0.24747581299127994,0.9695838996590183,"[-0.055263157894736833, -0.057894736842105256, -0.060526315789473685]",1.0,1,9.5
bio_1,small-model-B,0.2,biographical_qa,20,0.1,1.111111111111111,5.248496816963737,0.15447948358567992,"[0.43888888888888894, -0.1222222222222222, -0.12777777777777777]",2.0,1,9.0
bio_1,small-model-B,0.2,biographical_qa,20,0.1,2.222222222222222,1.102947759133976,0.7763625308953008,"[-0.11666666666666664, -0.12222222222222222, -0.12777777777777777]",1.0,2,6.0
bio_1,small-model-B,0.2,biographical_qa,20,0.15,2.3529411764705883,2.945481898351657,0.40010739967194,"[-0.1852941176470589, 0.2568627450980392, -0.14411764705882357]",1.0,3,4.25
bio_1,small-model-B,0.2,biographical_qa,20,0.05,2.1052631578947376,0.24747581299127994,0.9695838996590183,"[-0.055263157894736833, -0.057894736842105256, -0.060526315789473685]",1.0,1,9.5
bio_1,small-model-B,0.2,biographical_qa,20,0.15,0.7843137254901962,10.334287267724154,0.01592820524529792,"[0.5990196078431371, 0.19803921568627444, -0.2029411764705883]",3.0,1,8.5
bio_1,small-model-B,0.2,biographical_qa,20,0.0,,,,[],0.0,0,20.0
bio_1,small-model-B,0.2,biographical_qa,20,0.1,2.222222222222222,1.1029477591339762,0.7763625308953007,"[-0.11666666666666665, -0.12222222222222222, -0.12777777777777777]",1.0,2,6.0
bio_1,small-model-B,0.2,biographical_qa,20,0.05,2.1052631578947376,0.24747581299128005,0.9695838996590183,"[-0.05526315789473684, -0.05789473684210527, -0.06052631578947369]",1.0,1,9.5
bio_1,small-model-B,0.2,biographical_qa,20,0.05,2.1052631578947376,0.24747581299128008,0.9695838996590183,"[-0.055263157894736854, -0.05789473684210528, -0.06052631578947369]",1.0,1,9.5
bio_1,small-model-B,0.2,biographical_qa,20,0.15,0.7843137254901962,10.334287267724154,0.01592820524529792,"[0.5990196078431371, 0.19803921568627444, -0.2029411764705883]",3.0,1,8.5
bio_1,small-model-B,0.7,biographical_qa,20,0.05,2.1052631578947376,0.24747581299127994,0.9695838996590183,"[-0.055263157894736833, -0.057894736842105256, -0.060526315789473685]",1.0,1,9.5
bio_1,small-model-B,0.7,biographical_qa,20,0.05,2.1052631578947376,0.24747581299128005,0.9695838996590183,"[-0.055263157894736854, -0.057894736842105256, -0.06052631578947369]",1.0,1,9.5
bio_1,small-model-B,0.7,biographical_qa,20,0.05,2.1052631578947376,0.24747581299127994,0.9695838996590183,"[-0.055263157894736833, -0.057894736842105256, -0.060526315789473685]",1.0,1,9.5
bio_1,small-model-B,0.7,biographical_qa,20,0.15,0.7843137254901962,10.334287267724154,0.01592820524529792,"[0.5990196078431371, 0.19803921568627444, -0.2029411764705883]",3.0,1,8.5
bio_1,small-model-B,0.7,biographical_qa,20,0.15,1.5686274509803924,2.9780522613950575,0.3950214790509349,"[0.20686274509803915, -0.19411764705882353, -0.20294117647058824]",1.5,2,5.666666666666667
bio_1,small-model-B,0.7,biographical_qa,20,0.2,1.2499999999999998,6.201997334021328,0.10218568327679907,"[0.36250000000000004, -0.27499999999999997, -0.22499999999999998]",2.0,2,5.333333333333333
bio_1,small-model-B,0.7,biographical_qa,20,0.05,2.1052631578947376,0.07301489288916711,0.9948661536966095,"[-0.05526315789473684, -0.005263157894736831, -0.007894736842105253]",1.0,1,9.5
bio_1,small-model-B,0.7,biographical_qa,20,0.1,2.222222222222222,0.5588502847532774,0.90578456479458,"[-0.11666666666666664, -0.06666666666666667, -0.07222222222222222]",1.0,2,6.0
bio_1,small-model-B,0.7,biographical_qa,20,0.15,2.3529411764705883,10.375836739249952,0.01562726171822395,"[-0.18529411764705883, 0.5901960784313725, -0.20294117647058824]",1.0,3,4.25
bio_1,small-model-B,0.7,biographical_qa,20,0.05,2.1052631578947376,0.24747581299128005,0.9695838996590183,"[-0.05526315789473684, -0.05789473684210527, -0.06052631578947369]",1.0,1,9.5
bio_1,small-model-B,1.0,biographical_qa,20,0.1,2.222222222222222,0.8153660597875709,0.8457882543156088,"[-0.11666666666666664, -0.12222222222222222, -0.07222222222222222]",1.0,2,6.0
bio_1,small-model-B,1.0,biographical_qa,20,0.25,1.6,1.3750945992432064,0.7113829381811778,"[0.18333333333333335, -0.09999999999999999, -0.11666666666666665]",1.6666666666666667,3,3.75
bio_1,small-model-B,1.0,biographical_qa,20,0.1,2.222222222222222,0.815366059787571,0.8457882543156088,"[-0.11666666666666665, -0.12222222222222222, -0.07222222222222222]",1.0,2,6.0
bio_1,small-model-B,1.0,biographical_qa,20,0.25,2.1333333333333333,2.054863738867867,0.5610979640575626,"[-0.08333333333333333, 0.16666666666666666, 0.21666666666666667]",1.25,4,3.0
bio_1,small-model-B,1.0,biographical_qa,20,0.2,0.9374999999999998,5.456791795665633,0.141245908455463,"[0.42499999999999993, 0.22499999999999998, -0.03749999999999999]",2.0,2,8.0
bio_1,small-model-B,1.0,biographical_qa,20,0.0,,,,[],0.0,0,20.0
bio_1,small-model-B,1.0,biographical_qa,20,0.5,1.2,4.454489164086686,0.21638585117175008,"[0.35, 0.0, -0.25]",3.3333333333333335,3,2.5
bio_1,small-model-B,1.0,biographical_qa,20,0.2,1.8749999999999993,1.9226823185414508,0.5886083106749211,"[0.05, -0.2749999999999999, 0.025]",1.3333333333333333,3,4.0
bio_1,small-model-B,1.0,biographical_qa,20,0.15,1.5686274509803924,2.978052261395059,0.39502147905093477,"[0.2068627450980392, -0.1941176470588236, -0.2029411764705883]",1.5,2,5.666666666666667
bio_1,small-model-B,1.0,biographical_qa,20,0.1,2.222222222222222,5.416673249330055,0.14370830008913582,"[-0.11666666666666665, -0.1222222222222222, 0.4277777777777778]",1.0,2,6.0
bio_1,large-model-C,0.2,biographical_qa,20,0.05,2.1052631578947376,0.24747581299127994,0.9695838996590183,"[-0.055263157894736833, -0.057894736842105256, -0.060526315789473685]",1.0,1,9.5
bio_1,large-model-C,0.2,biographical_qa,20,0.05,2.1052631578947376,0.24747581299127994,0.9695838996590183,"[-0.055263157894736833, -0.057894736842105256, -0.060526315789473685]",1.0,1,9.5
bio_1,large-model-C,0.2,biographical_qa,20,0.0,,,,[],0.0,0,20.0
bio_1,large-model-C,0.2,biographical_qa,20,0.0,,,,[],0.0,0,20.0
bio_1,large-model-C,0.2,biographical_qa,20,0.05,2.1052631578947367,0.07301489288916713,0.9948661536966095,"[-0.05526315789473684, -0.005263157894736835, -0.007894736842105258]",1.0,1,9.5
bio_1,large-model-C,0.2,biographical_qa,20,0.05,2.1052631578947376,0.07301489288916711,0.9948661536966095,"[-0.05526315789473684, -0.005263157894736831, -0.007894736842105253]",1.0,1,9.5
bio_1,large-model-C,0.2,biographical_qa,20,0.0,,,,[],0.0,0,20.0
bio_1,large-model-C,0.2,biographical_qa,20,0.05,2.1052631578947376,0.24747581299127994,0.9695838996590183,"[-0.055263157894736833, -0.057894736842105256, -0.060526315789473685]",1.0,1,9.5
bio_1,large-model-C,0.2,biographical_qa,20,0.1,2.222222222222222,1.1029477591339762,0.7763625308953007,"[-0.11666666666666665, -0.12222222222222222, -0.12777777777777777]",1.0,2,6.0
bio_1,large-model-C,0.2,biographical_qa,20,0.05,2.1052631578947376,0.24747581299128013,0.9695838996590183,"[-0.055263157894736854, -0.05789473684210528, -0.0605263157894737]",1.0,1,9.5
bio_1,large-model-C,0.7,biographical_qa,20,0.05,2.1052631578947376,0.15427066389563066,0.9846102007893421,"[-0.05526315789473684, -0.05789473684210527, -0.007894736842105253]",1.0,1,9.5
bio_1,large-model-C,0.7,biographical_qa,20,0.0,,,,[],0.0,0,20.0
bio_1,large-model-C,0.7,biographical_qa,20,0.0,,,,[],0.0,0,20.0
bio_1,large-model-C,0.7,biographical_qa,20,0.1,1.111111111111111,4.960915117617333,0.17468160572906813,"[0.438888888888889, -0.12222222222222222, -0.07222222222222223]",2.0,1,9.0
bio_1,large-model-C,0.7,biographical_qa,20,0.2,1.2499999999999996,6.201997334021326,0.10218568327679918,"[0.36250000000000004, -0.27499999999999986, -0.2249999999999999]",2.0,2,5.333333333333333
bio_1,large-model-C,0.7,biographical_qa,20,0.15,1.5686274509803924,2.4496582048104867,0.48445770670851684,"[0.2068627450980392, -0.19411764705882353, -0.14411764705882354]",1.5,2,5.666666666666667
bio_1,large-model-C,0.7,biographical_qa,20,0.0,,,,[],0.0,0,20.0
bio_1,large-model-C,0.7,biographical_qa,20,0.0,,,,[],0.0,0,20.0
bio_1,large-model-C,0.7,biographical_qa,20,0.1,2.222222222222222,1.102947759133976,0.7763625308953008,"[-0.11666666666666664, -0.1222222222222222, -0.12777777777777777]",1.0,2,6.0
bio_1,large-model-C,0.7,biographical_qa,20,0.05,2.1052631578947376,0.24747581299128005,0.9695838996590183,"[-0.05526315789473684, -0.05789473684210527, -0.06052631578947369]",1.0,1,9.5
bio_1,large-model-C,1.0,biographical_qa,20,0.1,1.111111111111111,4.576585253984637,0.2055599427776423,"[0.43888888888888894, -0.06666666666666667, -0.01666666666666666]",2.0,1,9.0
bio_1,large-model-C,1.0,biographical_qa,20,0.0,,,,[],0.0,0,20.0
bio_1,large-model-C,1.0,biographical_qa,20,0.15,1.5686274509803926,2.449658204810487,0.48445770670851673,"[0.2068627450980392, -0.1941176470588236, -0.14411764705882354]",1.5,2,5.666666666666667
bio_1,large-model-C,1.0,biographical_qa,20,0.25,0.8,7.826678897679931,0.04973288804732071,"[0.5166666666666667, 0.03333333333333333, -0.25]",2.5,2,7.5
bio_1,large-model-C,1.0,biographical_qa,20,0.05,2.1052631578947376,0.24747581299128005,0.9695838996590183,"[-0.05526315789473684, -0.05789473684210527, -0.06052631578947369]",1.0,1,9.5
bio_1,large-model-C,1.0,biographical_qa,20,0.05,2.1052631578947376,0.24747581299128005,0.9695838996590183,"[-0.055263157894736854, -0.057894736842105256, -0.06052631578947369]",1.0,1,9.5
bio_1,large-model-C,1.0,biographical_qa,20,0.1,2.2222222222222223,6.292732314931605,0.0982049820413119,"[-0.11666666666666665, 0.48888888888888893, -0.07222222222222223]",1.0,2,6.0
bio_1,large-model-C,1.0,biographical_qa,20,0.35,1.7582417582417582,0.6994736356080895,0.8733277483118667,"[0.093956043956044, -0.07582417582417578, 0.11703296703296706]",1.75,4,2.6
bio_1,large-model-C,1.0,biographical_qa,20,0.0,,,,[],0.0,0,20.0
bio_1,large-model-C,1.0,biographical_qa,20,0.1,2.222222222222222,1.102947759133976,0.7763625308953008,"[-0.11666666666666665, -0.1222222222222222, -0.12777777777777777]",1.0,2,6.0
bio_2,small-model-A,0.2,biographical_qa,20,0.05,2.1052631578947376,0.24747581299128005,0.9695838996590183,"[-0.05526315789473684, -0.05789473684210527, -0.06052631578947369]",1.0,1,9.5
bio_2,small-model-A,0.2,biographical_qa,20,0.05,2.105263157894737,0.24747581299128013,0.9695838996590183,"[-0.055263157894736854, -0.05789473684210528, -0.0605263157894737]",1.0,1,9.5
bio_2,small-model-A,0.2,biographical_qa,20,0.15,0.7843137254901962,9.805893211139587,0.02029026445062228,"[0.5990196078431372, 0.19803921568627456, -0.14411764705882352]",3.0,1,8.5
bio_2,small-model-A,0.2,biographical_qa,20,0.3,0.7142857142857144,16.17532767492963,0.0010438818717510383,"[0.573809523809524, 0.3857142857142858, 0.4357142857142858]",3.0,2,7.0
bio_2,small-model-A,0.2,biographical_qa,20,0.15,0.7843137254901962,10.334287267724157,0.015928205245297925,"[0.5990196078431372, 0.19803921568627453, -0.2029411764705882]",3.0,1,8.5
bio_2,small-model-A,0.2,biographical_qa,20,0.3,1.4285714285714288,5.428862227152069,0.14295589936791583,"[0.2642857142857143, -0.16190476190476188, -0.35]",2.0,3,3.5
bio_2,small-model-A,0.2,biographical_qa,20,0.0,,,,[],0.0,0,20.0
bio_2,small-model-A,0.2,biographical_qa,20,0.15,2.3529411764705883,1.7801181493662244,0.6192709769549569,"[-0.18529411764705886, -0.13529411764705887, -0.14411764705882354]",1.0,3,4.25
bio_2,small-model-A,0.2,biographical_qa,20,0.05,1.0526315789473684,0.0024506706993435387,0.9999677576288639,"[-0.0026315789473684084, -0.005263157894736832, -0.007894736842105255]",1.0,1,19.0
bio_2,small-model-A,0.2,biographical_qa,20,0.0,,,,[],0.0,0,20.0
bio_2,small-model-A,0.7,biographical_qa,20,0.4,0.8333333333333333,15.803965046057401,0.001243897242275148,"[0.5499999999999998, 0.3916666666666666, 0.44166666666666665]",4.0,2,4.0
bio_2,small-model-A,0.7,biographical_qa,20,0.4,0.8333333333333333,9.911535852157627,0.019333276373332688,"[0.55, 0.30833333333333324, 0.15000000000000002]",4.0,2,4.0
bio_2,small-model-A,0.7,biographical_qa,20,0.15,1.5686274509803924,3.875625592919132,0.2752113017227156,"[0.2068627450980392, -0.13529411764705887, 0.3068627450980392]",1.5,2,5.666666666666667
bio_2,small-model-A,0.7,biographical_qa,20,0.05,1.0526315789473684,0.0024506706993435387,0.9999677576288639,"[-0.0026315789473684084, -0.005263157894736832, -0.007894736842105255]",1.0,1,19.0
bio_2,small-model-A,0.7,biographical_qa,20,0.0,,,,[],0.0,0,20.0
bio_2,small-model-A,0.7,biographical_qa,20,0.4,1.4583333333333328,4.484692600236974,0.21365974320763426,"[0.21666666666666665, -0.3583333333333332, -0.09999999999999991]",2.0,4,3.0
bio_2,small-model-A,0.7,biographical_qa,20,0.4,1.458333333333333,1.940892672858617,0.584764824199165,"[0.21666666666666667, -0.14999999999999994, 0.10833333333333336]",2.0,4,3.0
bio_2,small-model-A,0.7,biographical_qa,20,0.2,1.2499999999999996,5.216805340557276,0.15659277954388726,"[0.36250000000000004, 0.03750000000000002, -0.2874999999999999]",2.0,2,5.333333333333333
bio_2,small-model-A,0.7,biographical_qa,20,0.05,1.0526315789473684,0.0024506706993435387,0.9999677576288639,"[-0.0026315789473684084, -0.005263157894736832, -0.007894736842105255]",1.0,1,19.0
bio_2,small-model-A,0.7,biographical_qa,20,0.2,0.31249999999999994,19.279751461988305,0.0002392955553457202,"[0.7375, 0.475, 0.21249999999999997]",4.0,1,16.0
bio_2,small-model-A,1.0,biographical_qa,20,0.25,1.6,1.3750945992432064,0.7113829381811778,"[0.18333333333333335, -0.09999999999999999, -0.11666666666666665]",1.6666666666666667,3,3.75
bio_2,small-model-A,1.0,biographical_qa,20,0.6,0.8333333333333333,9.929325765393873,0.019176544937810305,"[0.5083333333333332, 0.3499999999999999, 0.19166666666666668]",6.0,2,2.6666666666666665
bio_2,small-model-A,1.0,biographical_qa,20,0.25,1.0666666666666667,5.43319191224248,0.14268953577360943,"[0.45, 0.16666666666666666, -0.049999999999999996]",2.5,2,5.0
bio_2,small-model-A,1.0,biographical_qa,20,0.25,1.0666666666666667,7.529342965256279,0.056809279734862946,"[0.45, -0.09999999999999999, -0.31666666666666665]",2.5,2,5.0
bio_2,small-model-A,1.0,biographical_qa,20,0.3,1.4285714285714288,4.628230863495497,0.20113363024499067,"[0.2642857142857143, -0.23333333333333334, -0.25476190476190486]",2.0,3,3.5
bio_2,small-model-A,1.0,biographical_qa,20,0.4,1.0416666666666665,4.569831919122423,0.20614537865645227,"[0.42499999999999993, 0.058333333333333376, 0.10833333333333336]",2.6666666666666665,3,4.0
bio_2,small-model-A,1.0,biographical_qa,20,0.5,1.0,5.271826625386997,0.15294100087878543,"[0.45, 0.0, -0.15]",3.3333333333333335,3,3.3333333333333335
bio_2,small-model-A,1.0,biographical_qa,20,0.15,0.7843137254901962,9.805893211139587,0.02029026445062228,"[0.5990196078431372, 0.19803921568627456, -0.14411764705882352]",3.0,1,8.5
bio_2,small-model-A,1.0,biographical_qa,20,0.45,1.0101010101010102,5.170153470646535,0.15975334139612707,"[0.443939393939394, -0.0010101010101010055, -0.15303030303030304]",3.0,3,3.6666666666666665
bio_2,small-model-A,1.0,biographical_qa,20,0.25,1.6,5.95083897106601,0.1140266669091351,"[0.18333333333333335, 0.16666666666666666, 0.4166666666666667]",1.6666666666666667,3,3.75
bio_2,small-model-B,0.2,biographical_qa,20,0.2,1.2499999999999996,7.0310414516683855,0.07091492959975194,"[0.36250000000000004, -0.2749999999999999, -0.2874999999999999]",2.0,2,5.333333333333333
bio_2,small-model-B,0.2,biographical_qa,20,0.1,2.222222222222222,1.102947759133976,0.7763625308953008,"[-0.11666666666666664, -0.12222222222222222, -0.12777777777777777]",1.0,2,6.0
bio_2,small-model-B,0.2,biographical_qa,20,0.15,1.5686274509803926,2.9780522613950575,0.3950214790509349,"[0.20686274509803915, -0.19411764705882353, -0.20294117647058824]",1.5,2,5.666666666666667
bio_2,small-model-B,0.2,biographical_qa,20,0.25,1.0666666666666667,10.494629820739213,0.014797370447114933,"[0.45, 0.43333333333333335, 0.21666666666666667]",2.5,2,5.0
bio_2,small-model-B,0.2,biographical_qa,20,0.0,,,,[],0.0,0,20.0
bio_2,small-model-B,0.2,biographical_qa,20,0.1,1.111111111111111,4.960915117617331,0.17468160572906846,"[0.43888888888888894, -0.1222222222222222, -0.07222222222222222]",2.0,1,9.0
bio_2,small-model-B,0.2,biographical_qa,20,0.0,,,,[],0.0,0,20.0
bio_2,small-model-B,0.2,biographical_qa,20,0.15,0.7843137254901962,10.334287267724152,0.015928205245297956,"[0.5990196078431371, 0.19803921568627447, -0.20294117647058824]",3.0,1,8.5
bio_2,small-model-B,0.2,biographical_qa,20,0.05,2.1052631578947376,0.24747581299127994,0.9695838996590183,"[-0.055263157894736833, -0.057894736842105256, -0.060526315789473685]",1.0,1,9.5
bio_2,small-model-B,0.2,biographical_qa,20,0.05,2.1052631578947376,0.24747581299127994,0.9695838996590183,"[-0.055263157894736833, -0.057894736842105256, -0.060526315789473685]",1.0,1,9.5
bio_2,small-model-B,0.7,biographical_qa,20,0.3,1.4285714285714288,1.8370254924581917,0.6069111086386241,"[0.2642857142857143, 0.07619047619047616, 0.05476190476190473]",2.0,3,3.5
bio_2,small-model-B,0.7,biographical_qa,20,0.25,1.6,3.400947903527883,0.33383788693586663,"[0.18333333333333335, -0.03333333333333333, -0.31666666666666665]",1.6666666666666667,3,3.75
bio_2,small-model-B,0.7,biographical_qa,20,0.25,1.6,1.6051599587203307,0.6582204004261332,"[0.18333333333333335, -0.09999999999999999, 0.15]",1.6666666666666667,3,3.75
bio_2,small-model-B,0.7,biographical_qa,20,0.0,,,,[],0.0,0,20.0
bio_2,small-model-B,0.7,biographical_qa,20,0.05,2.1052631578947376,0.24747581299128005,0.9695838996590183,"[-0.055263157894736854, -0.057894736842105256, -0.06052631578947369]",1.0,1,9.5
bio_2,small-model-B,0.7,biographical_qa,20,0.15,1.9607843137254903,2.171509515736253,0.5375818873328988,"[-0.1264705882352941, 0.2568627450980392, -0.08529411764705884]",1.0,3,5.666666666666667
bio_2,small-model-B,0.7,biographical_qa,20,0.2,1.8749999999999996,0.9857950636394905,0.8046890774347395,"[0.05000000000000004, 0.09999999999999998, -0.16249999999999998]",1.3333333333333333,3,4.0
bio_2,small-model-B,0.7,biographical_qa,20,0.35,1.0989010989010988,6.625951607675147,0.08482545681826105,"[0.39065934065934066, 0.22087912087912087, 0.27087912087912086]",2.3333333333333335,3,4.333333333333333
bio_2,small-model-B,0.7,biographical_qa,20,0.15,1.5686274509803924,1.9759942294164072,0.5774041127062348,"[0.2068627450980392, -0.13529411764705887, -0.14411764705882357]",1.5,2,5.666666666666667
bio_2,small-model-B,0.7,biographical_qa,20,0.1,1.111111111111111,5.248496816963737,0.15447948358567992,"[0.43888888888888894, -0.1222222222222222, -0.12777777777777777]",2.0,1,9.0
bio_2,small-model-B,1.0,biographical_qa,20,0.1,2.222222222222222,0.8153660597875708,0.8457882543156089,"[-0.11666666666666664, -0.1222222222222222, -0.07222222222222222]",1.0,2,6.0
bio_2,small-model-B,1.0,biographical_qa,20,0.15,2.3529411764705883,2.7821761813448758,0.426442445957374,"[-0.18529411764705886, -0.1941176470588236, -0.2029411764705883]",1.0,3,4.25
bio_2,small-model-B,1.0,biographical_qa,20,0.05,2.1052631578947376,0.24747581299127994,0.9695838996590183,"[-0.055263157894736833, -0.057894736842105256, -0.060526315789473685]",1.0,1,9.5
bio_2,small-model-B,1.0,biographical_qa,20,0.55,0.8080808080808081,7.711793546055674,0.05235915594470433,"[0.5348484848484849, 0.06969696969696967, -0.19343434343434346]",5.5,2,3.0
bio_2,small-model-B,1.0,biographical_qa,20,0.3,0.9523809523809526,5.852486647680514,0.11901183450244596,"[0.5023809523809524, 0.004761904761904769, -0.016666666666666663]",3.0,2,4.666666666666667
bio_2,small-model-B,1.0,biographical_qa,20,0.05,2.1052631578947376,0.24747581299127994,0.9695838996590183,"[-0.055263157894736833, -0.057894736842105256, -0.060526315789473685]",1.0,1,9.5
bio_2,small-model-B,1.0,biographical_qa,20,0.3,0.9523809523809526,7.2936557078971935,0.06310421776090978,"[0.5023809523809524, 0.24285714285714285, -0.01666666666666669]",3.0,2,4.666666666666667
bio_2,small-model-B,1.0,biographical_qa,20,0.0,,,,[],0.0,0,20.0
bio_2,small-model-B,1.0,biographical_qa,20,0.25,1.3333333333333333,1.4817184573634523,0.6864960828620822,"[0.25, 0.03333333333333333, 0.016666666666666666]",1.6666666666666667,3,5.0
bio_2,small-model-B,1.0,biographical_qa,20,0.15,2.3529411764705883,2.782176181344873,0.4264424459573747,"[-0.1852941176470588, -0.1941176470588235, -0.2029411764705882]",1.0,3,4.25
bio_2,large-model-C,0.2,biographical_qa,20,0.0,,,,[],0.0,0,20.0
bio_2,large-model-C,0.2,biographical_qa,20,0.0,,,,[],0.0,0,20.0
bio_2,large-model-C,0.2,biographical_qa,20,0.05,2.1052631578947376,0.15427066389563066,0.9846102007893421,"[-0.05526315789473684, -0.05789473684210527, -0.007894736842105253]",1.0,1,9.5
bio_2,large-model-C,0.2,biographical_qa,20,0.05,2.105263157894737,0.24747581299128013,0.9695838996590183,"[-0.055263157894736854, -0.05789473684210528, -0.0605263157894737]",1.0,1,9.5
bio_2,large-model-C,0.2,biographical_qa,20,0.1,2.222222222222222,0.5588502847532774,0.90578456479458,"[-0.11666666666666664, -0.06666666666666665, -0.07222222222222222]",1.0,2,6.0
bio_2,large-model-C,0.2,biographical_qa,20,0.05,2.105263157894737,0.15427066389563066,0.9846102007893421,"[-0.05526315789473684, -0.05789473684210527, -0.007894736842105258]",1.0,1,9.5
bio_2,large-model-C,0.2,biographical_qa,20,0.1,1.111111111111111,5.248496816963737,0.15447948358567992,"[0.43888888888888894, -0.1222222222222222, -0.12777777777777777]",2.0,1,9.0
